"No.","Time","Source","Destination","Protocol","Length","Info"
"10190","30.206126000","10.0.130.95","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"10192","30.209634000","10.0.130.201","255.255.255.255","UDP","1205","Source port: 1977  Destination port: 2012"
"10197","30.224670000","192.168.14.22","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"10200","30.235571000","10.0.130.38","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"10209","30.263784000","192.168.14.24","255.255.255.255","UDP","1163","Source port: 1977  Destination port: 2012"
"10217","30.281164000","10.0.130.199","255.255.255.255","UDP","1204","Source port: 1977  Destination port: 2012"
"10219","30.289237000","10.0.130.177","255.255.255.255","UDP","1209","Source port: 1977  Destination port: 2012"
"14893","45.964278000","10.0.130.213","255.255.255.255","UDP","1209","Source port: 1977  Destination port: 2012"
"14894","45.964477000","10.0.130.167","255.255.255.255","UDP","1182","Source port: 1977  Destination port: 2012"
"14895","45.964736000","10.0.130.211","255.255.255.255","UDP","1188","Source port: 1977  Destination port: 2012"
"14896","45.964738000","10.0.128.180","255.255.255.255","UDP","1197","Source port: 1977  Destination port: 2012"
"14897","45.965018000","10.0.130.72","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"14898","45.965382000","10.0.130.73","255.255.255.255","UDP","1152","Source port: 1977  Destination port: 2012"
"14906","45.973985000","10.0.130.89","255.255.255.255","UDP","1124","Source port: 1977  Destination port: 2012"
"14908","45.974736000","10.0.130.70","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"14910","45.975421000","10.0.130.231","255.255.255.255","UDP","1200","Source port: 1977  Destination port: 2012"
"14913","45.978053000","10.0.130.69","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"14914","45.978678000","10.0.130.114","255.255.255.255","UDP","1178","Source port: 1977  Destination port: 2012"
"14915","45.978896000","10.0.130.30","255.255.255.255","UDP","1129","Source port: 1977  Destination port: 2012"
"14916","45.982041000","10.0.130.232","255.255.255.255","UDP","1190","Source port: 1977  Destination port: 2012"
"14918","45.983502000","192.168.14.160","255.255.255.255","UDP","1134","Source port: 1977  Destination port: 2012"
"14921","45.985917000","10.0.129.164","255.255.255.255","UDP","1154","Source port: 1977  Destination port: 2012"
"14922","45.986737000","10.0.128.126","255.255.255.255","UDP","1182","Source port: 1977  Destination port: 2012"
"14925","45.988053000","10.0.128.81","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"14926","45.988247000","10.0.130.96","255.255.255.255","UDP","1181","Source port: 1977  Destination port: 2012"
"14927","45.988690000","10.0.130.75","255.255.255.255","UDP","1154","Source port: 1977  Destination port: 2012"
"14928","45.989492000","10.0.128.36","255.255.255.255","UDP","1203","Source port: 1977  Destination port: 2012"
"14929","45.989689000","10.0.130.61","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"14930","45.989689000","10.0.130.117","255.255.255.255","UDP","1161","Source port: 1977  Destination port: 2012"
"14931","45.990859000","10.0.128.174","255.255.255.255","UDP","1199","Source port: 1977  Destination port: 2012"
"14936","45.998165000","10.0.130.62","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"14938","46.001450000","10.0.128.54","255.255.255.255","UDP","1123","Source port: 1977  Destination port: 2012"
"14939","46.001451000","10.0.130.58","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"14940","46.001452000","10.0.129.59","255.255.255.255","UDP","1128","Source port: 1977  Destination port: 2012"
"14945","46.004049000","10.0.128.73","255.255.255.255","UDP","1208","Source port: 1977  Destination port: 2012"
"14946","46.004050000","10.0.129.169","255.255.255.255","UDP","1150","Source port: 1977  Destination port: 2012"
"14947","46.004051000","10.0.130.21","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"14948","46.004628000","10.0.128.130","255.255.255.255","UDP","1181","Source port: 1977  Destination port: 2012"
"14949","46.006179000","10.0.130.8","255.255.255.255","UDP","1253","Source port: 1977  Destination port: 2012"
"14950","46.006855000","10.0.130.212","255.255.255.255","UDP","1186","Source port: 1977  Destination port: 2012"
"14951","46.007853000","10.0.130.209","255.255.255.255","UDP","1180","Source port: 1977  Destination port: 2012"
"14952","46.008160000","10.0.130.118","255.255.255.255","UDP","1161","Source port: 1977  Destination port: 2012"
"14953","46.008774000","10.0.129.163","255.255.255.255","UDP","1188","Source port: 1977  Destination port: 2012"
"14954","46.008979000","10.0.130.100","255.255.255.255","UDP","1128","Source port: 1977  Destination port: 2012"
"14955","46.009578000","10.0.130.175","255.255.255.255","UDP","1209","Source port: 1977  Destination port: 2012"
"14956","46.009966000","10.0.130.71","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"14957","46.010845000","10.0.130.59","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"14958","46.013341000","10.0.130.74","255.255.255.255","UDP","1152","Source port: 1977  Destination port: 2012"
"14959","46.013776000","10.0.130.66","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"14960","46.014346000","10.0.128.124","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"14961","46.015091000","10.0.130.56","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"14963","46.017506000","10.0.130.170","255.255.255.255","UDP","1214","Source port: 1977  Destination port: 2012"
"14965","46.018744000","10.0.130.171","255.255.255.255","UDP","1158","Source port: 1977  Destination port: 2012"
"14966","46.018924000","10.0.128.78","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"14967","46.020750000","10.0.130.224","255.255.255.255","UDP","1206","Source port: 1977  Destination port: 2012"
"14968","46.021378000","10.0.130.204","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"14969","46.022912000","192.168.14.161","255.255.255.255","UDP","1132","Source port: 1977  Destination port: 2012"
"14970","46.023094000","10.0.130.55","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"14971","46.023095000","10.0.128.175","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"14972","46.024423000","10.0.130.207","255.255.255.255","UDP","1158","Source port: 1977  Destination port: 2012"
"14973","46.025203000","10.0.130.90","255.255.255.255","UDP","1176","Source port: 1977  Destination port: 2012"
"14974","46.027438000","10.0.130.168","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"14975","46.027693000","10.0.130.205","255.255.255.255","UDP","1171","Source port: 1977  Destination port: 2012"
"14976","46.027986000","10.0.128.228","255.255.255.255","UDP","1129","Source port: 1977  Destination port: 2012"
"14979","46.028644000","192.168.14.33","255.255.255.255","UDP","1163","Source port: 1977  Destination port: 2012"
"14980","46.029675000","10.0.128.202","255.255.255.255","UDP","1261","Source port: 1977  Destination port: 2012"
"14982","46.030950000","10.0.130.172","255.255.255.255","UDP","1195","Source port: 1977  Destination port: 2012"
"14984","46.031751000","10.0.128.99","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"14985","46.032157000","10.0.128.237","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"14986","46.032336000","10.0.129.165","255.255.255.255","UDP","1222","Source port: 1977  Destination port: 2012"
"14987","46.032679000","10.0.130.197","255.255.255.255","UDP","1153","Source port: 1977  Destination port: 2012"
"14988","46.033753000","10.0.130.67","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"14989","46.033754000","10.0.130.112","255.255.255.255","UDP","1187","Source port: 1977  Destination port: 2012"
"14990","46.034565000","10.0.130.173","255.255.255.255","UDP","1211","Source port: 1977  Destination port: 2012"
"14991","46.035847000","10.0.130.57","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"14992","46.036219000","10.0.128.138","255.255.255.255","UDP","1130","Source port: 1977  Destination port: 2012"
"14994","46.038925000","10.0.130.199","255.255.255.255","UDP","1204","Source port: 1977  Destination port: 2012"
"14995","46.039147000","10.0.130.68","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"14996","46.039488000","10.0.130.108","255.255.255.255","UDP","1256","Source port: 1977  Destination port: 2012"
"14998","46.041066000","10.0.130.60","255.255.255.255","UDP","1159","Source port: 1977  Destination port: 2012"
"14999","46.042314000","10.0.130.208","255.255.255.255","UDP","1200","Source port: 1977  Destination port: 2012"
"15000","46.042617000","10.0.129.63","255.255.255.255","UDP","1210","Source port: 1977  Destination port: 2012"
"15001","46.043427000","10.0.128.236","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"15002","46.045571000","10.0.130.113","255.255.255.255","UDP","1178","Source port: 1977  Destination port: 2012"
"15003","46.046477000","10.0.128.172","255.255.255.255","UDP","1267","Source port: 1977  Destination port: 2012"
"15004","46.047457000","10.0.128.45","255.255.255.255","UDP","1168","Source port: 1977  Destination port: 2012"
"15005","46.048143000","10.0.128.122","255.255.255.255","UDP","1278","Source port: 1977  Destination port: 2012"
"15006","46.049015000","10.0.128.114","255.255.255.255","UDP","1202","Source port: 1977  Destination port: 2012"
"15007","46.049628000","10.0.128.21","255.255.255.255","UDP","1203","Source port: 1977  Destination port: 2012"
"15008","46.051735000","10.0.130.210","255.255.255.255","UDP","1131","Source port: 1977  Destination port: 2012"
"15011","46.054140000","10.0.130.65","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"15013","46.055565000","0.0.0.0","255.255.255.255","UDP","1094","Source port: 1977  Destination port: 2012"
"15014","46.062140000","192.168.14.34","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"15015","46.063301000","10.0.130.95","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"15016","46.066928000","10.0.130.203","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"15017","46.073191000","10.0.130.4","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"15018","46.073413000","10.0.130.167","255.255.255.255","UDP","1182","Source port: 1977  Destination port: 2012"
"15019","46.074210000","10.0.130.39","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"15020","46.074432000","10.0.129.206","255.255.255.255","UDP","1214","Source port: 1977  Destination port: 2012"
"15021","46.075593000","10.0.128.180","255.255.255.255","UDP","1197","Source port: 1977  Destination port: 2012"
"15022","46.075814000","10.0.130.72","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"15023","46.077676000","10.0.130.9","255.255.255.255","UDP","1250","Source port: 1977  Destination port: 2012"
"15024","46.079149000","10.0.130.201","255.255.255.255","UDP","1205","Source port: 1977  Destination port: 2012"
"15025","46.079371000","10.0.130.213","255.255.255.255","UDP","1209","Source port: 1977  Destination port: 2012"
"15026","46.081114000","10.0.130.73","255.255.255.255","UDP","1152","Source port: 1977  Destination port: 2012"
"15027","46.081548000","10.0.130.169","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"15028","46.081550000","10.0.128.38","255.255.255.255","UDP","1258","Source port: 1977  Destination port: 2012"
"15029","46.081928000","10.0.130.2","255.255.255.255","UDP","1253","Source port: 1977  Destination port: 2012"
"15030","46.082338000","10.0.130.196","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"15031","46.083541000","10.0.130.94","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"15032","46.083880000","10.0.130.89","255.255.255.255","UDP","1124","Source port: 1977  Destination port: 2012"
"15033","46.084079000","10.0.130.211","255.255.255.255","UDP","1188","Source port: 1977  Destination port: 2012"
"15034","46.084680000","192.168.14.160","255.255.255.255","UDP","1134","Source port: 1977  Destination port: 2012"
"15035","46.085521000","10.0.130.70","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"15036","46.086606000","10.0.130.69","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"15037","46.086806000","10.0.130.114","255.255.255.255","UDP","1178","Source port: 1977  Destination port: 2012"
"15038","46.087428000","10.0.130.231","255.255.255.255","UDP","1200","Source port: 1977  Destination port: 2012"
"15039","46.087628000","10.0.130.32","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"15040","46.088455000","10.0.130.30","255.255.255.255","UDP","1129","Source port: 1977  Destination port: 2012"
"15041","46.090560000","10.0.130.92","255.255.255.255","UDP","1206","Source port: 1977  Destination port: 2012"
"15042","46.090956000","192.168.14.24","255.255.255.255","UDP","1163","Source port: 1977  Destination port: 2012"
"15043","46.093064000","192.168.14.26","255.255.255.255","UDP","1163","Source port: 1977  Destination port: 2012"
"15044","46.093269000","10.0.130.232","255.255.255.255","UDP","1190","Source port: 1977  Destination port: 2012"
"15049","46.096080000","10.0.128.126","255.255.255.255","UDP","1182","Source port: 1977  Destination port: 2012"
"15050","46.096346000","10.0.130.40","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"15051","46.096929000","10.0.129.164","255.255.255.255","UDP","1154","Source port: 1977  Destination port: 2012"
"15052","46.097648000","10.0.128.80","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
