"No.","Time","Source","Destination","Protocol","Length","Info"
"45095","142.153420000","10.0.130.70","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"45096","142.153420000","10.0.128.138","255.255.255.255","UDP","1130","Source port: 1977  Destination port: 2012"
"45097","142.154029000","10.0.130.173","255.255.255.255","UDP","1211","Source port: 1977  Destination port: 2012"
"45098","142.154333000","10.0.130.61","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"45099","142.154538000","10.0.130.21","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"45100","142.154847000","10.0.130.60","255.255.255.255","UDP","1159","Source port: 1977  Destination port: 2012"
"45101","142.155053000","10.0.130.201","255.255.255.255","UDP","1205","Source port: 1977  Destination port: 2012"
"45102","142.155054000","10.0.130.62","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"45103","142.155616000","10.0.128.237","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"45104","142.157138000","10.0.130.95","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"45105","142.157786000","10.0.128.124","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"45106","142.158264000","10.0.130.38","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"45107","142.158470000","10.0.129.164","255.255.255.255","UDP","1154","Source port: 1977  Destination port: 2012"
"45108","142.160917000","10.0.128.122","255.255.255.255","UDP","1278","Source port: 1977  Destination port: 2012"
"45109","142.161110000","10.0.130.90","255.255.255.255","UDP","1176","Source port: 1977  Destination port: 2012"
"45110","142.162844000","10.0.130.72","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"45111","142.163065000","10.0.128.172","255.255.255.255","UDP","1267","Source port: 1977  Destination port: 2012"
"45112","142.166458000","10.0.128.202","255.255.255.255","UDP","1261","Source port: 1977  Destination port: 2012"
"45113","142.167801000","10.0.130.204","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"45114","142.168437000","0.0.0.0","255.255.255.255","UDP","1094","Source port: 1977  Destination port: 2012"
"45116","142.170549000","192.168.14.161","255.255.255.255","UDP","1132","Source port: 1977  Destination port: 2012"
"45117","142.171353000","10.0.128.180","255.255.255.255","UDP","1197","Source port: 1977  Destination port: 2012"
"45119","142.172365000","10.0.130.172","255.255.255.255","UDP","1195","Source port: 1977  Destination port: 2012"
"45122","142.174369000","10.0.130.117","255.255.255.255","UDP","1161","Source port: 1977  Destination port: 2012"
"45123","142.175182000","10.0.130.212","255.255.255.255","UDP","1186","Source port: 1977  Destination port: 2012"
"45124","142.175502000","10.0.130.196","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"45126","142.175708000","10.0.130.39","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"45127","142.175998000","10.0.128.73","255.255.255.255","UDP","1208","Source port: 1977  Destination port: 2012"
"45128","142.176203000","10.0.130.67","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"45129","142.178132000","10.0.130.2","255.255.255.255","UDP","1253","Source port: 1977  Destination port: 2012"
"45130","142.178498000","10.0.130.211","255.255.255.255","UDP","1188","Source port: 1977  Destination port: 2012"
"45131","142.179185000","10.0.130.169","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"45132","142.180673000","10.0.130.205","255.255.255.255","UDP","1171","Source port: 1977  Destination port: 2012"
"45133","142.180891000","10.0.130.71","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"45134","142.181581000","10.0.130.58","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"45135","142.181928000","10.0.129.206","255.255.255.255","UDP","1214","Source port: 1977  Destination port: 2012"
"45136","142.183512000","10.0.130.114","255.255.255.255","UDP","1178","Source port: 1977  Destination port: 2012"
"45137","142.184493000","10.0.130.118","255.255.255.255","UDP","1161","Source port: 1977  Destination port: 2012"
"45142","142.192948000","10.0.130.207","255.255.255.255","UDP","1158","Source port: 1977  Destination port: 2012"
"45143","142.193342000","192.168.14.33","255.255.255.255","UDP","1163","Source port: 1977  Destination port: 2012"
"45144","142.195879000","10.0.130.170","255.255.255.255","UDP","1214","Source port: 1977  Destination port: 2012"
"45145","142.197235000","10.0.130.66","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"45147","142.200227000","10.0.130.171","255.255.255.255","UDP","1158","Source port: 1977  Destination port: 2012"
"45148","142.200433000","10.0.130.231","255.255.255.255","UDP","1200","Source port: 1977  Destination port: 2012"
"45149","142.200435000","10.0.130.203","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"45150","142.202530000","10.0.130.92","255.255.255.255","UDP","1206","Source port: 1977  Destination port: 2012"
"45154","142.209148000","192.168.14.22","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"45156","142.210004000","10.0.130.8","255.255.255.255","UDP","1253","Source port: 1977  Destination port: 2012"
"45157","142.212359000","10.0.130.168","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"45158","142.215603000","10.0.128.78","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"45160","142.217787000","10.0.130.197","255.255.255.255","UDP","1153","Source port: 1977  Destination port: 2012"
"45162","142.219904000","10.0.130.40","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"45163","142.222516000","192.168.14.23","255.255.255.255","UDP","1161","Source port: 1977  Destination port: 2012"
"45165","142.223749000","10.0.130.202","255.255.255.255","UDP","1206","Source port: 1977  Destination port: 2012"
"45167","142.226661000","192.168.14.34","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"45168","142.228350000","192.168.14.24","255.255.255.255","UDP","1163","Source port: 1977  Destination port: 2012"
"45169","142.228606000","192.168.14.26","255.255.255.255","UDP","1163","Source port: 1977  Destination port: 2012"
"45172","142.232774000","10.0.128.80","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"45173","142.233322000","10.0.130.94","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"45174","142.239657000","192.168.14.31","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"45176","142.242410000","10.0.130.4","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"45177","142.243422000","10.0.128.38","255.255.255.255","UDP","1258","Source port: 1977  Destination port: 2012"
"45178","142.245921000","10.0.130.199","255.255.255.255","UDP","1204","Source port: 1977  Destination port: 2012"
"45179","142.247374000","10.0.130.177","255.255.255.255","UDP","1209","Source port: 1977  Destination port: 2012"
"45183","142.257353000","10.0.128.236","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"45184","142.258680000","10.0.130.9","255.255.255.255","UDP","1250","Source port: 1977  Destination port: 2012"
"45187","142.263750000","10.0.130.32","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"45188","142.268154000","10.0.130.38","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"45192","142.272605000","10.0.128.237","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"45194","142.277002000","10.0.128.122","255.255.255.255","UDP","1278","Source port: 1977  Destination port: 2012"
"45215","142.364357000","10.0.130.177","255.255.255.255","UDP","1209","Source port: 1977  Destination port: 2012"
"50583","157.992930000","10.0.128.138","255.255.255.255","UDP","1130","Source port: 1977  Destination port: 2012"
"50584","157.993439000","10.0.130.67","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"50586","157.995752000","10.0.129.163","255.255.255.255","UDP","1188","Source port: 1977  Destination port: 2012"
"50587","157.997235000","10.0.130.68","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"50588","157.998790000","10.0.130.117","255.255.255.255","UDP","1161","Source port: 1977  Destination port: 2012"
"50592","158.000688000","10.0.128.202","255.255.255.255","UDP","1261","Source port: 1977  Destination port: 2012"
"50593","158.001515000","10.0.130.65","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"50594","158.001720000","10.0.130.58","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"50596","158.002400000","10.0.130.72","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"50598","158.005411000","10.0.130.60","255.255.255.255","UDP","1159","Source port: 1977  Destination port: 2012"
"50599","158.005412000","10.0.130.209","255.255.255.255","UDP","1180","Source port: 1977  Destination port: 2012"
"50600","158.005413000","10.0.130.90","255.255.255.255","UDP","1176","Source port: 1977  Destination port: 2012"
"50601","158.005705000","10.0.128.126","255.255.255.255","UDP","1182","Source port: 1977  Destination port: 2012"
"50605","158.008503000","10.0.129.63","255.255.255.255","UDP","1210","Source port: 1977  Destination port: 2012"
"50606","158.008635000","10.0.130.114","255.255.255.255","UDP","1178","Source port: 1977  Destination port: 2012"
"50607","158.008941000","10.0.130.62","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"50608","158.010352000","10.0.130.73","255.255.255.255","UDP","1152","Source port: 1977  Destination port: 2012"
"50609","158.013410000","10.0.128.175","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"50610","158.015409000","10.0.128.81","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"50615","158.017412000","10.0.130.61","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"50618","158.020429000","10.0.128.180","255.255.255.255","UDP","1197","Source port: 1977  Destination port: 2012"
"50620","158.022411000","10.0.130.71","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"50621","158.024410000","10.0.130.213","255.255.255.255","UDP","1209","Source port: 1977  Destination port: 2012"
"50622","158.024410000","10.0.128.174","255.255.255.255","UDP","1199","Source port: 1977  Destination port: 2012"
"50624","158.026410000","10.0.130.118","255.255.255.255","UDP","1161","Source port: 1977  Destination port: 2012"
"50628","158.028424000","10.0.130.224","255.255.255.255","UDP","1206","Source port: 1977  Destination port: 2012"
"50629","158.028424000","10.0.128.45","255.255.255.255","UDP","1168","Source port: 1977  Destination port: 2012"
"50635","158.030410000","10.0.128.99","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"50636","158.032411000","10.0.128.130","255.255.255.255","UDP","1181","Source port: 1977  Destination port: 2012"
"50637","158.036410000","10.0.129.59","255.255.255.255","UDP","1128","Source port: 1977  Destination port: 2012"
"50638","158.036411000","192.168.14.161","255.255.255.255","UDP","1132","Source port: 1977  Destination port: 2012"
"50639","158.038411000","10.0.130.100","255.255.255.255","UDP","1128","Source port: 1977  Destination port: 2012"
"50640","158.038411000","10.0.130.95","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"50642","158.042412000","10.0.130.211","255.255.255.255","UDP","1188","Source port: 1977  Destination port: 2012"
"50643","158.042413000","10.0.130.59","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"50644","158.044411000","10.0.130.108","255.255.255.255","UDP","1256","Source port: 1977  Destination port: 2012"
"50645","158.044412000","10.0.130.231","255.255.255.255","UDP","1200","Source port: 1977  Destination port: 2012"
"50646","158.044413000","10.0.128.36","255.255.255.255","UDP","1203","Source port: 1977  Destination port: 2012"
"50648","158.046412000","0.0.0.0","255.255.255.255","UDP","1094","Source port: 1977  Destination port: 2012"
"50651","158.046424000","10.0.130.30","255.255.255.255","UDP","1129","Source port: 1977  Destination port: 2012"
"50653","158.046424000","10.0.130.197","255.255.255.255","UDP","1153","Source port: 1977  Destination port: 2012"
"50654","158.048410000","10.0.130.66","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"50655","158.050410000","10.0.128.54","255.255.255.255","UDP","1123","Source port: 1977  Destination port: 2012"
"50656","158.052411000","10.0.130.2","255.255.255.255","UDP","1253","Source port: 1977  Destination port: 2012"
"50657","158.052412000","10.0.130.212","255.255.255.255","UDP","1186","Source port: 1977  Destination port: 2012"
"50658","158.052413000","10.0.130.112","255.255.255.255","UDP","1187","Source port: 1977  Destination port: 2012"
"50659","158.052423000","10.0.130.94","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"50660","158.053427000","10.0.130.89","255.255.255.255","UDP","1124","Source port: 1977  Destination port: 2012"
"50661","158.053427000","10.0.130.173","255.255.255.255","UDP","1211","Source port: 1977  Destination port: 2012"
"50662","158.053428000","10.0.128.228","255.255.255.255","UDP","1129","Source port: 1977  Destination port: 2012"
"50664","158.054552000","10.0.128.236","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"50665","158.054869000","10.0.130.75","255.255.255.255","UDP","1154","Source port: 1977  Destination port: 2012"
"50666","158.055969000","192.168.14.34","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"50668","158.057261000","192.168.14.160","255.255.255.255","UDP","1134","Source port: 1977  Destination port: 2012"
"50669","158.057449000","10.0.130.169","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"50670","158.057663000","10.0.128.114","255.255.255.255","UDP","1202","Source port: 1977  Destination port: 2012"
"50671","158.058104000","10.0.130.74","255.255.255.255","UDP","1152","Source port: 1977  Destination port: 2012"
"50672","158.058730000","10.0.130.55","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"50674","158.060309000","10.0.130.168","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"50677","158.063168000","10.0.130.96","255.255.255.255","UDP","1181","Source port: 1977  Destination port: 2012"
"50679","158.063348000","10.0.130.56","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"50680","158.064285000","10.0.130.57","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"50681","158.064739000","10.0.130.113","255.255.255.255","UDP","1178","Source port: 1977  Destination port: 2012"
"50682","158.065289000","10.0.130.170","255.255.255.255","UDP","1214","Source port: 1977  Destination port: 2012"
"50683","158.070554000","10.0.130.70","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"50684","158.071284000","10.0.130.21","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"50685","158.071474000","10.0.130.232","255.255.255.255","UDP","1190","Source port: 1977  Destination port: 2012"
"50687","158.071652000","10.0.130.208","255.255.255.255","UDP","1200","Source port: 1977  Destination port: 2012"
"50688","158.072660000","10.0.129.169","255.255.255.255","UDP","1150","Source port: 1977  Destination port: 2012"
"50689","158.073208000","10.0.129.165","255.255.255.255","UDP","1222","Source port: 1977  Destination port: 2012"
"50691","158.073567000","10.0.129.206","255.255.255.255","UDP","1214","Source port: 1977  Destination port: 2012"
"50692","158.074093000","10.0.130.199","255.255.255.255","UDP","1204","Source port: 1977  Destination port: 2012"
"50693","158.076239000","10.0.130.167","255.255.255.255","UDP","1182","Source port: 1977  Destination port: 2012"
"50694","158.080105000","10.0.130.38","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"50695","158.081111000","10.0.130.172","255.255.255.255","UDP","1195","Source port: 1977  Destination port: 2012"
"50696","158.081290000","10.0.130.69","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"50697","158.082094000","10.0.128.124","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"50698","158.082274000","10.0.130.210","255.255.255.255","UDP","1131","Source port: 1977  Destination port: 2012"
"50699","158.082730000","10.0.130.4","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"50701","158.086599000","10.0.129.164","255.255.255.255","UDP","1154","Source port: 1977  Destination port: 2012"
"50703","158.088916000","192.168.14.31","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"50704","158.090261000","10.0.128.80","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"50705","158.090867000","10.0.130.171","255.255.255.255","UDP","1158","Source port: 1977  Destination port: 2012"
"50706","158.091216000","192.168.14.22","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"50713","158.095563000","10.0.128.21","255.255.255.255","UDP","1203","Source port: 1977  Destination port: 2012"
"50715","158.097379000","10.0.130.198","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"50716","158.097901000","10.0.130.9","255.255.255.255","UDP","1250","Source port: 1977  Destination port: 2012"
"50717","158.100439000","10.0.128.138","255.255.255.255","UDP","1130","Source port: 1977  Destination port: 2012"
"50718","158.102139000","10.0.130.8","255.255.255.255","UDP","1253","Source port: 1977  Destination port: 2012"
"50720","158.104163000","10.0.130.203","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"50721","158.105317000","10.0.130.67","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"50722","158.106047000","10.0.130.92","255.255.255.255","UDP","1206","Source port: 1977  Destination port: 2012"
"50723","158.106606000","10.0.128.202","255.255.255.255","UDP","1261","Source port: 1977  Destination port: 2012"
"50724","158.106856000","10.0.130.205","255.255.255.255","UDP","1171","Source port: 1977  Destination port: 2012"
"50725","158.107547000","10.0.130.117","255.255.255.255","UDP","1161","Source port: 1977  Destination port: 2012"
"50729","158.108726000","10.0.129.163","255.255.255.255","UDP","1188","Source port: 1977  Destination port: 2012"
"50730","158.110262000","10.0.130.68","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"50731","158.110578000","10.0.130.58","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"50732","158.111286000","10.0.128.73","255.255.255.255","UDP","1208","Source port: 1977  Destination port: 2012"
"50733","158.112173000","10.0.130.90","255.255.255.255","UDP","1176","Source port: 1977  Destination port: 2012"
"50734","158.113346000","10.0.130.72","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"50735","158.113552000","10.0.130.65","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"50736","158.113761000","10.0.130.196","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"50737","158.114916000","10.0.130.60","255.255.255.255","UDP","1159","Source port: 1977  Destination port: 2012"
"50738","158.116293000","10.0.130.202","255.255.255.255","UDP","1206","Source port: 1977  Destination port: 2012"
"50739","158.117145000","192.168.14.33","255.255.255.255","UDP","1163","Source port: 1977  Destination port: 2012"
"50740","158.117636000","10.0.130.114","255.255.255.255","UDP","1178","Source port: 1977  Destination port: 2012"
"50741","158.117825000","10.0.128.126","255.255.255.255","UDP","1182","Source port: 1977  Destination port: 2012"
"50742","158.119907000","10.0.130.62","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"50743","158.120533000","10.0.128.38","255.255.255.255","UDP","1258","Source port: 1977  Destination port: 2012"
"50744","158.120724000","10.0.130.207","255.255.255.255","UDP","1158","Source port: 1977  Destination port: 2012"
"50745","158.120724000","10.0.130.175","255.255.255.255","UDP","1209","Source port: 1977  Destination port: 2012"
"50746","158.123547000","10.0.130.209","255.255.255.255","UDP","1180","Source port: 1977  Destination port: 2012"
"50747","158.123737000","10.0.128.81","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"50748","158.124778000","192.168.14.26","255.255.255.255","UDP","1163","Source port: 1977  Destination port: 2012"
"50749","158.124967000","10.0.129.63","255.255.255.255","UDP","1210","Source port: 1977  Destination port: 2012"
"50750","158.126275000","10.0.130.73","255.255.255.255","UDP","1152","Source port: 1977  Destination port: 2012"
"50751","158.126472000","10.0.128.175","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"50753","158.128316000","10.0.130.61","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"50754","158.129151000","10.0.128.237","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"50755","158.129152000","10.0.128.172","255.255.255.255","UDP","1267","Source port: 1977  Destination port: 2012"
"50757","158.129529000","10.0.128.180","255.255.255.255","UDP","1197","Source port: 1977  Destination port: 2012"
"50758","158.130812000","10.0.128.78","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"50759","158.131006000","10.0.130.71","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"50760","158.131527000","10.0.130.204","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"50761","158.131860000","10.0.128.174","255.255.255.255","UDP","1199","Source port: 1977  Destination port: 2012"
"50762","158.132295000","10.0.128.45","255.255.255.255","UDP","1168","Source port: 1977  Destination port: 2012"
"50763","158.134387000","10.0.130.213","255.255.255.255","UDP","1209","Source port: 1977  Destination port: 2012"
"50766","158.137697000","10.0.130.118","255.255.255.255","UDP","1161","Source port: 1977  Destination port: 2012"
"50767","158.137990000","10.0.130.224","255.255.255.255","UDP","1206","Source port: 1977  Destination port: 2012"
"50768","158.138184000","10.0.128.122","255.255.255.255","UDP","1278","Source port: 1977  Destination port: 2012"
"50769","158.138844000","10.0.128.130","255.255.255.255","UDP","1181","Source port: 1977  Destination port: 2012"
"50770","158.140983000","192.168.14.161","255.255.255.255","UDP","1132","Source port: 1977  Destination port: 2012"
"50771","158.145416000","10.0.128.99","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"50772","158.147416000","10.0.129.59","255.255.255.255","UDP","1128","Source port: 1977  Destination port: 2012"
"50773","158.147417000","10.0.130.39","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"50774","158.149415000","10.0.130.100","255.255.255.255","UDP","1128","Source port: 1977  Destination port: 2012"
"50777","158.153416000","10.0.130.231","255.255.255.255","UDP","1200","Source port: 1977  Destination port: 2012"
"50778","158.155417000","10.0.130.30","255.255.255.255","UDP","1129","Source port: 1977  Destination port: 2012"
"50781","158.155428000","10.0.128.36","255.255.255.255","UDP","1203","Source port: 1977  Destination port: 2012"
"50782","158.155429000","10.0.130.95","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"50783","158.155430000","10.0.130.59","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"50784","158.155431000","10.0.130.108","255.255.255.255","UDP","1256","Source port: 1977  Destination port: 2012"
"50785","158.157415000","10.0.130.211","255.255.255.255","UDP","1188","Source port: 1977  Destination port: 2012"
"50786","158.159415000","10.0.128.54","255.255.255.255","UDP","1123","Source port: 1977  Destination port: 2012"
"50787","158.159416000","10.0.130.197","255.255.255.255","UDP","1153","Source port: 1977  Destination port: 2012"
"50789","158.161416000","10.0.130.112","255.255.255.255","UDP","1187","Source port: 1977  Destination port: 2012"
"50790","158.161418000","0.0.0.0","255.255.255.255","UDP","1094","Source port: 1977  Destination port: 2012"
"50791","158.163416000","10.0.130.66","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"50792","158.163417000","10.0.128.228","255.255.255.255","UDP","1129","Source port: 1977  Destination port: 2012"
"50794","158.165417000","10.0.130.2","255.255.255.255","UDP","1253","Source port: 1977  Destination port: 2012"
"50795","158.165428000","10.0.130.40","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"50797","158.167416000","10.0.130.94","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"50798","158.167417000","10.0.130.75","255.255.255.255","UDP","1154","Source port: 1977  Destination port: 2012"
"50799","158.169417000","10.0.130.89","255.255.255.255","UDP","1124","Source port: 1977  Destination port: 2012"
"50800","158.169417000","10.0.130.212","255.255.255.255","UDP","1186","Source port: 1977  Destination port: 2012"
"50801","158.169418000","10.0.128.114","255.255.255.255","UDP","1202","Source port: 1977  Destination port: 2012"
"50802","158.169419000","10.0.130.201","255.255.255.255","UDP","1205","Source port: 1977  Destination port: 2012"
"50803","158.169419000","10.0.130.173","255.255.255.255","UDP","1211","Source port: 1977  Destination port: 2012"
"50804","158.171415000","10.0.128.236","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"50806","158.171416000","10.0.130.74","255.255.255.255","UDP","1152","Source port: 1977  Destination port: 2012"
"50807","158.173415000","10.0.130.168","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"50808","158.173416000","10.0.130.96","255.255.255.255","UDP","1181","Source port: 1977  Destination port: 2012"
"50809","158.173416000","10.0.130.169","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"50810","158.175415000","10.0.130.55","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"50811","158.175416000","10.0.130.113","255.255.255.255","UDP","1178","Source port: 1977  Destination port: 2012"
"50812","158.175416000","192.168.14.34","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"50813","158.177416000","10.0.130.57","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"50815","158.177418000","192.168.14.24","255.255.255.255","UDP","1163","Source port: 1977  Destination port: 2012"
"50816","158.177418000","10.0.130.56","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"50817","158.182416000","10.0.130.70","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"50818","158.182498000","10.0.129.169","255.255.255.255","UDP","1150","Source port: 1977  Destination port: 2012"
"50819","158.182499000","192.168.14.160","255.255.255.255","UDP","1134","Source port: 1977  Destination port: 2012"
"50820","158.182499000","10.0.130.232","255.255.255.255","UDP","1190","Source port: 1977  Destination port: 2012"
"50821","158.182500000","10.0.130.208","255.255.255.255","UDP","1200","Source port: 1977  Destination port: 2012"
"50822","158.182501000","10.0.130.170","255.255.255.255","UDP","1214","Source port: 1977  Destination port: 2012"
"50823","158.183540000","10.0.130.21","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"50825","158.184218000","10.0.129.165","255.255.255.255","UDP","1222","Source port: 1977  Destination port: 2012"
"50826","158.184701000","10.0.130.199","255.255.255.255","UDP","1204","Source port: 1977  Destination port: 2012"
"50827","158.185256000","10.0.130.167","255.255.255.255","UDP","1182","Source port: 1977  Destination port: 2012"
"50830","158.190101000","10.0.130.69","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"50831","158.190511000","10.0.129.206","255.255.255.255","UDP","1214","Source port: 1977  Destination port: 2012"
"50832","158.192089000","10.0.130.172","255.255.255.255","UDP","1195","Source port: 1977  Destination port: 2012"
"50833","158.194079000","10.0.128.124","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"50834","158.194268000","10.0.130.38","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"50837","158.195299000","10.0.130.32","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"50839","158.196708000","10.0.130.4","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"50841","158.199386000","10.0.128.80","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"50842","158.199587000","10.0.129.164","255.255.255.255","UDP","1154","Source port: 1977  Destination port: 2012"
"50843","158.200774000","192.168.14.31","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"50846","158.201813000","192.168.14.22","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"50847","158.202024000","10.0.130.171","255.255.255.255","UDP","1158","Source port: 1977  Destination port: 2012"
"50851","158.203297000","10.0.130.210","255.255.255.255","UDP","1131","Source port: 1977  Destination port: 2012"
"50852","158.206518000","10.0.128.21","255.255.255.255","UDP","1203","Source port: 1977  Destination port: 2012"
"50854","158.213347000","10.0.130.198","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"50855","158.214063000","10.0.130.8","255.255.255.255","UDP","1253","Source port: 1977  Destination port: 2012"
"50856","158.215117000","10.0.130.203","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"50857","158.216966000","10.0.130.205","255.255.255.255","UDP","1171","Source port: 1977  Destination port: 2012"
"50860","158.219034000","10.0.130.9","255.255.255.255","UDP","1250","Source port: 1977  Destination port: 2012"
"50861","158.221174000","10.0.128.73","255.255.255.255","UDP","1208","Source port: 1977  Destination port: 2012"
"50864","158.224028000","10.0.130.92","255.255.255.255","UDP","1206","Source port: 1977  Destination port: 2012"
"50865","158.224824000","10.0.130.202","255.255.255.255","UDP","1206","Source port: 1977  Destination port: 2012"
"50866","158.226732000","10.0.130.196","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
